
Possible line matches for the gamma energy 121.213 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
922.091000	  0.011190	  0.001450	2185.869000	4  -1		1263.778000	4  1
921.594000	  0.061870	  0.003500	2336.020000	3  -1		1414.426000	1  -1

Possible line matches for the gamma energy 924.398 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
924.521000	  0.235300	  0.003250	1047.592000	4  1		123.071000	2  1
922.091000	  0.011190	  0.001450	2185.869000	4  -1		1263.778000	4  1
921.594000	  0.061870	  0.003500	2336.020000	3  -1		1414.426000	1  -1

Possible line matches for the gamma energy 942.589 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
943.592000	  0.000000	  0.010000	2309.470000	8  -1		1365.878000	6  1
945.015000	  0.051950	  0.000000	2342.530000	-1  0		1397.515000	2  -1
942.570000	  0.691300	  0.001390	2579.620000	10  -1		1637.050000	10  1

Possible line matches for the gamma energy 956.799 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
956.438000	  0.998700	  0.001350	1674.100000	7  -1		717.662000	6  1

Possible line matches for the gamma energy 963.467 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
964.455000	  0.581100	  0.000000	2495.760000	-1  0		1531.305000	2  1

Possible line matches for the gamma energy 979.227 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
981.468000	  0.131800	  0.001280	1796.960000	3  -1		815.492000	2  1
979.030000	  0.571800	  0.001290	2616.080000	10  -1		1637.050000	10  1

Possible line matches for the gamma energy 982.776 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
983.728000	  0.288200	  0.003060	1701.390000	4  1		717.662000	6  1
981.468000	  0.131800	  0.001280	1796.960000	3  -1		815.492000	2  1
985.242000	  0.072040	  0.000000	2249.020000	3  0		1263.778000	4  1
983.632000	  0.096100	  0.003800	2416.220000	4  1		1432.588000	5  1
982.480000	  0.472600	  0.001280	2619.530000	10  -1		1637.050000	10  1
984.750000	  0.135000	  0.003060	2621.800000	12  1		1637.050000	10  1

Possible line matches for the gamma energy 995.418 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
996.257000	  0.456400	  0.002770	996.257000	2  1		  0.000000	0  1
994.878000	  0.174700	  0.002990	1365.878000	6  1		371.000000	4  1
993.040000	  0.337100	  0.001160	2137.480000	7  -1		1144.440000	8  1

Possible line matches for the gamma energy 1004.31 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1004.731000	  0.794600	  0.002760	1127.802000	3  1		123.071000	2  1

Possible line matches for the gamma energy 1014.21 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1013.352000	  0.033220	  0.000000	2277.130000	3  0		1263.778000	4  1
1016.154000	  0.092230	  0.000000	2430.580000	-1  0		1414.426000	1  -1

Possible line matches for the gamma energy 1032.9 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1033.160000	  0.998900	  0.001070	1404.160000	5  -1		371.000000	4  1
1033.199000	  0.322700	  0.001160	2080.791000	3  -1		1047.592000	4  1
1033.065000	  0.097090	  0.000000	2430.580000	-1  0		1397.515000	2  -1

Possible line matches for the gamma energy 1038.8 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1038.798000	  0.348200	  0.002720	1756.460000	8  1		717.662000	6  1
1038.750000	  0.000000	  0.001150	2183.190000	8  -1		1144.440000	8  1

Possible line matches for the gamma energy 1047.12 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1047.160000	  0.488200	  0.002500	1418.160000	2  1		371.000000	4  1
1044.813000	  0.242700	  0.004120	2041.070000	-1  0		996.257000	2  1
1049.690000	  0.050130	  0.002660	2194.130000	10  1		1144.440000	8  1

Possible line matches for the gamma energy 1060.73 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1059.020000	  0.820100	  0.002440	1182.091000	0  1		123.071000	2  1
1061.588000	  0.751300	  0.002510	1432.588000	5  1		371.000000	4  1
1058.067000	  0.007834	  0.001110	2185.869000	4  -1		1127.802000	3  1

Possible line matches for the gamma energy 1085.3 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1083.973000	  0.239200	  0.002490	2080.230000	4  1		996.257000	2  1
1084.534000	  0.207200	  0.001060	2080.791000	3  -1		996.257000	2  1
1084.379000	  0.060770	  0.003000	2336.020000	3  -1		1251.641000	3  -1

Possible line matches for the gamma energy 1092.16 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1094.762000	  0.089490	  0.002280	1775.429000	2  1		680.667000	0  1
1092.548000	  0.666900	  0.003000	1810.210000	7  1		717.662000	6  1
1093.522000	  0.276800	  0.000000	2459.400000	-1  0		1365.878000	6  1

Possible line matches for the gamma energy 1107.43 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1106.860000	  0.999000	  0.001020	2251.300000	9  -1		1144.440000	8  1
1109.680000	  0.000000	  0.002900	2254.120000	8  1		1144.440000	8  1
1105.092000	  0.052420	  0.000000	2368.870000	-1  0		1263.778000	4  1
1109.392000	  0.000000	  0.004900	2475.270000	9  -1		1365.878000	6  1

Possible line matches for the gamma energy 1117.39 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1118.220000	  0.474900	  0.000928	1241.291000	1  -1		123.071000	2  1

Possible line matches for the gamma energy 1127.98 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1128.570000	  0.768600	  0.000914	1251.641000	3  -1		123.071000	2  1

Possible line matches for the gamma energy 1140.04 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1140.707000	  0.304400	  0.002100	1263.778000	4  1		123.071000	2  1

Possible line matches for the gamma energy 1152.61 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1152.442000	  0.457600	  0.002700	2416.220000	4  1		1263.778000	4  1

Possible line matches for the gamma energy 1158.99 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1160.305000	  0.080000	  0.002030	1531.305000	2  1		371.000000	4  1

Possible line matches for the gamma energy 1187.36 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1188.920000	  0.956200	  0.000910	1559.920000	4  -1		371.000000	4  1

Possible line matches for the gamma energy 1192.69 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1193.882000	  0.094650	  0.002500	1911.544000	6  1		717.662000	6  1
1190.753000	  0.041350	  0.002500	2187.010000	1  1		996.257000	2  1
1191.045000	  0.133100	  0.000000	2722.350000	-1  0		1531.305000	2  1

Possible line matches for the gamma energy 1220.14 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1217.758000	  0.386700	  0.000000	2265.350000	-1  0		1047.592000	4  1

Possible line matches for the gamma energy 1234.43 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1235.550000	  0.299700	  0.001910	1606.550000	6  1		371.000000	4  1
1233.513000	  0.246400	  0.002300	2229.770000	2  1		996.257000	2  1
1233.823000	  0.154100	  0.000000	2230.080000	-1  0		996.257000	2  1

Possible line matches for the gamma energy 1239.18 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1241.291000	  0.516200	  0.000810	1241.291000	1  -1		  0.000000	0  1

Possible line matches for the gamma energy 1264.16 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1261.938000	  0.469900	  0.001830	2309.530000	2  1		1047.592000	4  1

Possible line matches for the gamma energy 1273.23 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1274.444000	  0.967700	  0.000797	1397.515000	2  -1		123.071000	2  1
1274.814000	  0.010160	  0.002100	1645.814000	4  1		371.000000	4  1

Possible line matches for the gamma energy 1290.69 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1291.355000	  0.759800	  0.000782	1414.426000	1  -1		123.071000	2  1
